itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
9555,Natrium Astrup,sodium - direct ion specific electrode measurement,LOINC,2947-0,Sodium [Moles/volume] in Blood,Na+ Astrup,372,LAB ASTRUPS,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,135,148,NA,NA,numericitems,19785,19785
12440,IABP HF,intra-aortic balloon pump heart rate,NA,NA,NA,IABP HF,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,NA,NA,15,/min,/min,NA,NA,NA,NA,numericitems,83321,19090
20340,MFT_FilterLooptijd,CRRT filter session time,NA,NA,NA,MFT_FilterLooptijd,681,CVVH-MFT,NA,NA,NA,0,NA,NA,5,uur,h,NA,NA,NA,NA,numericitems,1164528,19043
12443,IABP Mean Blood Pressure,intra-aortic balloon pump mean pressure,NA,NA,NA,IABP Mean Blood Pressure,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,NA,NA,298,mmHG/lsb.,mm[Hg],NA,NA,NA,NA,numericitems,82978,18741
8647,IABP Trigger,intra-aortic balloon pump trigger,NA,NA,NA,IABP Trigger,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,1,ECG,NA,NA,NA,NA,NA,NA,NA,listitems,75628,18473
12441,IABP Mean Sys. Blood Pressure,intra-aortic balloon pump systolic pressure,NA,NA,NA,IABP Mean Sys. Blood Pressure,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,NA,NA,298,mmHG/lsb.,mm[Hg],NA,NA,NA,NA,numericitems,82687,18461
12442,IABP Mean Dia. Blood Pressure,intra-aortic balloon pump diastolic pressure,NA,NA,NA,IABP Mean Dia. Blood Pressure,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,NA,NA,298,mmHG/lsb.,mm[Hg],NA,NA,NA,NA,numericitems,82682,18452
6658,IABP Frequentie,intra-aortic balloon pump frequency,NA,NA,NA,IABP Frequentie,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,1,01:01,NA,NA,NA,NA,NA,NA,NA,listitems,65500,17325
8796,UrineSupraPubis,urine output,LOINC,9187-6,Urine output,UrineSupPub,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,16184,16184
13952,Temp Blaas,bladder temperature,LOINC,76278-1,Bladder temperature via Foley,Temp Blaas,322,HD-Temperatuur,hemodynamics-temperature,NA,NA,0,NA,NA,59,°C,Cel,NA,NA,NA,NA,numericitems,927689,16029
8189,Toedieningsweg,oxygen administration device,LOINC,3152-6,Inhaled oxygen mechanism Dose,Toediening,329,RESP-O2aanbod,NA,NA,NA,0,1,Diep Nasaal,NA,NA,NA,NA,NA,NA,NA,listitems,15729,15729
8798,UrineSpontaan,spontaneous urine output,LOINC,9197-5,Urine output --post void,UrineSpont,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,14683,14683
20710,MFT_Predilutieflow (ingesteld),CRRT prefilter replacement fluid rate setting,NA,NA,NA,MFT_Predilutieflow (ingesteld),681,CVVH-MFT,NA,NA,NA,0,NA,NA,46,ml/uur,mL/h,NA,NA,NA,NA,numericitems,829771,13605
20716,MFT_Postdilutieflow (ingesteld),CRRT postfilter replacement fluid rate setting,NA,NA,NA,MFT_Postdilutieflow (ingesteld),681,CVVH-MFT,NA,NA,NA,0,NA,NA,46,ml/uur,mL/h,NA,NA,NA,NA,numericitems,818547,13588
20709,MFT_Postdilutievolume_totaal,CRRT postfilter replacement fluid volume total,NA,NA,NA,MFT_Postdilutievolume_totaal,681,CVVH-MFT,NA,NA,NA,0,NA,NA,8,l,L,NA,NA,NA,NA,numericitems,900252,13584
20708,MFT_Postdilutievolume_huidig,CRRT postfilter replacement fluid volume current,NA,NA,NA,MFT_Postdilutievolume_huidig,681,CVVH-MFT,NA,NA,NA,0,NA,NA,8,l,L,NA,NA,NA,NA,numericitems,900237,13579
20707,MFT_Predilutievolume_totaal,CRRT prefilter replacement fluid volume total,NA,NA,NA,MFT_Predilutievolume_totaal,681,CVVH-MFT,NA,NA,NA,0,NA,NA,8,l,L,NA,NA,NA,NA,numericitems,906320,13484
20706,MFT_Predilutievolume_huidig,CRRT prefilter replacement fluid volume current,NA,NA,NA,MFT_Predilutievolume_huidig,681,CVVH-MFT,NA,NA,NA,0,NA,NA,8,l,L,NA,NA,NA,NA,numericitems,906298,13477
9469,Pacemaker Frequentie,pacemaker frequency,NA,NA,NA,PM_Freqentie,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,12969,12969
8853,Freq. IMV,respiratory rate intermittent mandatory ventilation,LOINC,19835-8,Breath rate setting Ventilator synchronized intermittent mandatory,Freq. IMV,330,ZZ-OUD-Resp-Evita Machinegegevens,NA,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,39367,11557
9471,Pacemaker Ventricle sense ingesteld,pacemaker ventricular sense set,NA,NA,NA,PM_Ventricle sense ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,150,mV,mV,NA,NA,NA,NA,numericitems,10833,10833
9470,Pacemaker Ventricle ampl.(output) ingesteld,pacemaker ventricular amplitude set,NA,NA,NA,PM_Ventricle ampl.(outp.) ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,10791,10791
8652,Pulsaties Re-been,pulsations right leg,NA,NA,NA,Pulsaties Re-been,324,HD-Pulsaties,NA,NA,NA,0,1,Voelbaar,NA,NA,NA,NA,NA,NA,NA,listitems,10452,10452
8651,Pulsaties Li-been,pulsations left leg,NA,NA,NA,Pulsaties Li-been,324,HD-Pulsaties,NA,NA,NA,0,1,Voelbaar,NA,NA,NA,NA,NA,NA,NA,listitems,10138,10138
19638,E_EMV_NICE_Opname,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_Opname,705,NICE-Overig,NA,NA,NA,0,9,Geen reactie,NA,NA,[score],NA,NA,1,4,listitems,9988,9988
21213,PCO2 (bloed) - kPa,partial pressure of carbon dioxide in blood,LOINC,11557-6,Carbon dioxide [Partial pressure] in Blood,PCO2 (bloed) - kPa,491,LAB-Astr-bloed,NA,NA,NA,1,NA,NA,152,kPa,kPa,"4,7",6,NA,NA,numericitems,9464,9464
21214,PO2 (bloed) - kPa,partial pressure of oxygen blood,LOINC,11556-8,Oxygen [Partial pressure] in Blood,PO2 (bloed) - kPa,491,LAB-Astr-bloed,NA,NA,NA,1,NA,NA,152,kPa,kPa,10,"13,3",NA,NA,numericitems,9392,9392
9593,Temperatuur Plaats 2,temperature location,LOINC,8327-9,Body temperature measurement site,Temp Plaats 2,322,HD-Temperatuur,hemodynamics-temperature,NA,NA,0,1,Axillair,NA,NA,NA,NA,NA,NA,NA,listitems,8853,8853
6835,Kalium,serum potassium,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,K,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,"3,6","5,2",NA,NA,numericitems,8612,8612
6840,Natrium,serum sodium,LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,Na,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,137,147,NA,NA,numericitems,8602,8602
6833,Glucose Bloed,glucose,LOINC,15074-8,Glucose [Moles/volume] in Blood,Glucose,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,3,9,NA,NA,numericitems,7892,7892
12287,SIMV Frequentie (Set),respiratory rate synchronized intermittent mandatory ventilation,LOINC,19835-8,Breath rate setting Ventilator synchronized intermittent mandatory,SIMV Frequentie,587,RESP-Servo Machinegegevens,NA,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,NA,NA,numericitems,156160,7814
10735,Substitutie-flow,CRRT replacement fluid rate setting,NA,NA,NA,Substitutie-flow,350,CVVH-Gegevens,NA,NA,NA,0,NA,NA,46,ml/uur,mL/h,NA,NA,NA,NA,numericitems,52526,7730
6778,Hemoglobine,hemoglobin,LOINC,59260-0,Hemoglobin [Moles/volume] in Blood],Hb,370,LAB HEMATOLOGIE,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,"7,5",11,NA,NA,numericitems,7603,7603
6777,Hematocriet,hematocrit,LOINC,20570-8,Hematocrit [Volume Fraction] of Blood,Ht,370,LAB HEMATOLOGIE,NA,NA,NA,1,NA,NA,8,l,L,"0,35","0,5",NA,NA,numericitems,7511,7511
19639,M_EMV_NICE_Opname,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_Opname,705,NICE-Overig,NA,NA,NA,0,13,Geen reactie,NA,NA,[score],NA,NA,1,6,listitems,7510,7510
6797,Thrombocyten,platelets,LOINC,26515-7,Platelets [#/volume] in Blood,Thrombocyten,370,LAB HEMATOLOGIE,NA,NA,NA,1,NA,NA,101,10^9/l,10*9/L,150,350,NA,NA,numericitems,7201,7201
8803,UrineUP,urine output from urostomy (urethra praeter naturalis),LOINC,9187-6,Urine output,UrineUP,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,6668,6668
6836,Kreatinine,serum creatinine,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,Kreat,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,56,µmol,umol,30,100,NA,NA,numericitems,6481,6481
6779,Leucocyten,white blood cell count,LOINC,26464-8,Leukocytes [#/volume] in Blood,Leucocyten,370,LAB HEMATOLOGIE,NA,NA,NA,1,NA,NA,101,10^9/l,10*9/L,4,10,NA,NA,numericitems,6474,6474
15770,Streef Temperatuur,target temperature,NA,NA,NA,Streef Temperatuur,322,HD-Temperatuur,hemodynamics-temperature,NA,NA,0,NA,NA,59,°C,Cel,NA,NA,NA,NA,numericitems,5852,5852
13154,PiCCO SVV (Slagvolumevariatie),PiCCO stroke volume variation,NA,NA,NA,PiCCO SVV (%),652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,191,Geen,NA,NA,10,NA,NA,numericitems,4995,4640
13155,PiCCO PPV (Polsdrukvariatie),PiCCO pulse pressure variation,NA,NA,NA,PiCCO PPV (%),652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,191,Geen,NA,NA,10,NA,NA,numericitems,4988,4626
14048,PiCCO Gewicht,PiCCO weight,NA,NA,NA,PiCCO Gewicht,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,12,kg,kg,NA,NA,NA,NA,numericitems,4819,4544
14047,PiCCO Tb blood temperature,PiCCO blood temperature,NA,NA,NA,PiCCO Tb blood temperature,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,59,°C,Cel,25,45,NA,NA,numericitems,4733,4523
14056,PiCCO APs,PiCCO systolic arterial pressure,NA,NA,NA,PiCCO APs,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,4646,4412
14057,PiCCO APd,PiCCO diastolic arterial pressure,NA,NA,NA,PiCCO APd,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,4628,4396
14055,PiCCO HF Hartfrequentie,PiCCO heart rate,NA,NA,NA,PiCCO HF Hartfrequentie,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,15,/min,/min,NA,NA,NA,NA,numericitems,4559,4330
10745,Nefrodrain re Uit,urine output from right sided nephrostomy,LOINC,79549-2,Urine output measured by nephrostomy,Nefrodrain re/Uit,471,VB-Nefrodrains,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,4261,4261
20081,Gemeten gewicht,measured weight,LOINC,3141-9,Body weight Measured,Gemeten gewicht,476,Anamnese-Patientgegevens,patient data,NA,NA,0,NA,NA,12,kg,kg,NA,NA,NA,NA,numericitems,4224,4224
14062,PiCCO PCCO,PiCCO pulse contour cardiac output,NA,NA,NA,PiCCO PCCO,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,NA,NA,numericitems,4422,4161
14065,Beat to beat SV,PiCCO beat to beat stroke volume,NA,NA,NA,Beat to beat SV,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,4392,4139
14064,PiCCO GEF,PiCCO global ejection fraction,NA,NA,NA,PiCCO GEF,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,191,Geen,NA,1,99,NA,NA,numericitems,4162,3889
19640,V_EMV_NICE_Opname,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_Opname,705,NICE-Overig,NA,NA,NA,0,15,Geïntubeerd,NA,NA,[score],NA,NA,1,5,listitems,3794,3794
10743,Nefrodrain li Uit,urine output from left sided nephrostomy,LOINC,79549-2,Urine output measured by nephrostomy,Nefrodrain li/Uit,471,VB-Nefrodrains,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,3301,3301
20951,Stroke Volume Variation,stroke volume variation,SNOMED CT,733502006,Stroke volume variation,SVV,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,183959,3066
20955,CCO,continous cardiac output,LOINC,76519-8,Left ventricular Cardiac output by Continuous,CCO,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,0,17,numericitems,187823,3049
20956,CCI,continous cardiac index,NA,NA,NA,CCI,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,92,l/min/m2,L/min/m2,NA,NA,NA,NA,numericitems,186859,3039
8650,IABP Curve,intra-aortic balloon pump curve,NA,NA,NA,IABP Curve,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,1,Correct,NA,NA,NA,NA,NA,NA,NA,listitems,2953,2953
19358,Intacraniële druk,Intracranial pressure (ICP),LOINC,60956-0,Intracranial pressure (ICP),ICP (waterkolom),334,NEURO-Drukken,NA,NA,NA,0,NA,NA,175,cmH2O,cm[H2O],NA,NA,NA,NA,numericitems,2917,2917
8800,UrineIncontinentie,urine output,LOINC,9187-6,Urine output,UrineInc,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,2916,2916
8843,ABP gemiddeld II,invasive mean arterial pressure,LOINC,76214-6,Invasive Mean blood pressure,ABPm II,367,HD-Overig,hemodynamics-other,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,30,250,numericitems,56028,1817
8841,ABP systolisch II,invasive systolic arterial pressure,LOINC,76215-3,Invasive Systolic blood pressure,ABPs II,367,HD-Overig,hemodynamics-other,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,40,250,numericitems,54602,1810
8842,ABP diastolisch II,invasive diastolic arterial pressure,LOINC,76213-8,Invasive Diastolic blood pressure,ABPd II,367,HD-Overig,hemodynamics-other,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,20,150,numericitems,54598,1806
13066,A_Verbal,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,A_Verbal,635,APACHE-II,NA,NA,NA,0,1,Geen geluid,NA,NA,NA,NA,NA,NA,NA,listitems,1770,1770
6813,Bili Totaal,bilirubin total,LOINC,54363-7,Bilirubin.total [Moles/volume] in Blood,Bili Totaal,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,56,µmol,umol,0,17,NA,NA,numericitems,1720,1720
19635,E_EMV_NICE_24uur,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,E_EMV_NICE_24uur,705,NICE-Overig,NA,NA,NA,0,5,Geen reactie,NA,NA,NA,NA,NA,NA,NA,listitems,1705,1705
8463,Blaasdruk,intra-abdominal pressure,SNOMED CT,51497000,Intraabdominal pressure,Blaasdruk,426,DIVERSEN,miscellaneous,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,1652,1652
13077,A_Eye,Glasgow Coma Score eye opening subscore,LOINC,9267-6,Glasgow coma score eye opening,A_Eye,635,APACHE-II,NA,NA,NA,0,1,Niet,NA,NA,NA,NA,NA,NA,NA,listitems,1610,1610
8654,IABP Pulsatie,intra-aortic balloon pump pulsations,NA,NA,NA,IABP Pulsatie,326,HD-IABP,hemodynamics intra-aortic balloon pump,NA,NA,0,1,Voelbaar,NA,NA,NA,NA,NA,NA,NA,listitems,1496,1496
6837,Laktaat,lactate,LOINC,32693-4,Lactate [Moles/volume] in Blood,Laktaat,371,LAB CHEMIE,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,"0,6","2,4",NA,NA,numericitems,1476,1476
19636,M_EMV_NICE_24uur,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,M_EMV_NICE_24uur,705,NICE-Overig,NA,NA,NA,0,7,Geen reactie,NA,NA,NA,NA,NA,NA,NA,listitems,1438,1438
13151,PiCCO CO (Cardiac Output),PiCCO cardiac output,NA,NA,NA,PiCCO CO,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,NA,NA,numericitems,1427,1426
7672,Substitutie vloeistof,CRRT replacement fluid,NA,NA,NA,Substitutie vloeistof,282,CVVH-Afspraken,NA,NA,NA,0,1,BH504,NA,NA,NA,NA,NA,NA,NA,listitems,1403,1403
13072,A_Motoriek,Glasgow Coma Score motor response subscore,LOINC,9268-4,Glasgow coma score motor,A_Motoriek,635,APACHE-II,NA,NA,NA,0,1,Geen reactie,NA,NA,NA,NA,NA,NA,NA,listitems,1331,1331
12403,Pacemaker Atrium ampl.(output) ingesteld,pacemaker atrial amplitude set,NA,NA,NA,PM_Atrium ampl.(outp.) ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,1255,1255
19363,Pacemaker Ventricle ampl.(output) gemeten,pacemaker ventricular amplitude threshold measured,NA,NA,NA,PM_Ventricle ampl.(outp.)gemeten,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,1251,1251
12404,Pacemaker Atrium sense ingesteld,pacemaker atrial sense set,NA,NA,NA,PM_Atrium sense ingest.,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,150,mV,mV,NA,NA,NA,NA,numericitems,1102,1102
19364,Pacemaker Ventricle sense gemeten,pacemaker ventricular sense threshold measured,NA,NA,NA,PM_Ventricle sense gemeten,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,150,mV,mV,NA,NA,NA,NA,numericitems,1074,1074
12087,Buikomvang,abdominal circumference,SNOMED CT,396552003,Abdominal circumference,Buikomvang,426,DIVERSEN,miscellaneous,NA,NA,0,NA,NA,50,cm,cm,NA,NA,NA,NA,numericitems,926,926
9580,Laktaat Astrup,lactate (blood gas),LOINC,32693-4,Lactate [Moles/volume] in Blood,Laktaat Astrup,372,LAB ASTRUPS,NA,NA,NA,1,NA,NA,97,mmol/l,mmol/L,NA,NA,NA,NA,numericitems,917,917
19637,V_EMV_NICE_24uur,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,V_EMV_NICE_24uur,705,NICE-Overig,NA,NA,NA,0,9,Geïntubeerd,NA,NA,NA,NA,NA,NA,NA,listitems,813,813
19922,UrineSplint Re,urine output from right sided ureteral splint,LOINC,9187-6,Urine output,UrineSplint Re,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,810,810
13064,Temp Huid Plaats,skin temperature location,LOINC,8327-9,Body temperature measurement site,Temp Huid Plaats,322,HD-Temperatuur,hemodynamics-temperature,NA,NA,0,1,Li-voet,NA,NA,NA,NA,NA,NA,NA,listitems,725,725
13152,PiCCO GEDVI (Globaal Einddiastolisch Volume Index),PiCCO global end diastolic volume index,NA,NA,NA,PiCCO GEDVI,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,89,ml/m2,mL/m2,680,800,NA,NA,numericitems,669,669
13153,PiCCO_EVLWI (Extravasculair longwater index),PiCCO extravascular lung water index,NA,NA,NA,PiCCO_EVLWI,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,170,ml/kg,mL/kg,3,7,NA,NA,numericitems,630,630
14060,PiCCO mean CO,PiCCO mean cardiac output,NA,NA,NA,PiCCO mean CO,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,NA,NA,numericitems,621,620
14066,PiCCO GEDV,PiCCO global end diastolic volume,NA,NA,NA,PiCCO GEDV,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,614,612
14071,PiCCO mean EVLW,PiCCO mean extravascular lung water,NA,NA,NA,PiCCO mean EVLW,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,612,609
14067,PiCCO mean GEDV,PiCCO mean global end diastolic volume,NA,NA,NA,PiCCO mean GEDV,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,611,608
14070,PiCCO EVLW,PiCCO extravascular lung water,NA,NA,NA,PiCCO EVLW,652,PiCCO-plus,PiCCO-plus,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,606,603
13061,Temp Oraal,oral temperature,LOINC,8331-1,Oral temperature,Temp Oraal,322,HD-Temperatuur,hemodynamics-temperature,NA,NA,0,NA,NA,59,°C,Cel,NA,NA,NA,NA,numericitems,546,546
19921,UrineSplint Li,urine output from left sided ureteral splint,LOINC,9187-6,Urine output,UrineSplint Li,337,VB-Urine,NA,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,503,503
20953,Global End Diastolic Volume Index,global end dastolic volume index,NA,NA,NA,GEDVI,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,89,ml/m2,mL/m2,NA,NA,NA,NA,numericitems,685,480
20957,ITBVI,intrathoracic blood volume index,NA,NA,NA,ITBVI,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,89,ml/m2,mL/m2,NA,NA,NA,NA,numericitems,685,480
20952,ExtraVasculair Lung Water Index,extravascular lung water index,NA,NA,NA,EVLWI,325,HD-Profiel,hemodynamic profile,NA,NA,0,NA,NA,170,ml/kg,mL/kg,NA,NA,NA,NA,numericitems,684,476
8885,End Tidal CO2 mmHG,end tidal carbon dioxide partial pressure,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,End Tidal CO2,331,ZZ-OUD-Resp-PatientGeg.,NA,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,409,402
14252,Thrombo CD61 (bloed),platelets - CD61 flow cytometry measurement,LOINC,26515-7,Platelets [#/volume] in Blood,Thrombo CD61 (bloed),500,LAB-Hem-bloed,NA,NA,NA,1,NA,NA,101,10^9/l,10*9/L,NA,NA,NA,NA,numericitems,393,393
12356,End tidal CO2 concentratie (2),end tidal carbon dioxide partial pressure,LOINC,19891-1,Carbon dioxide [Partial pressure] in Exhaled gas --at end expiration,EtCO2 (2),589,RESP-Servo Patiëntgegevens(2),NA,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,381,381
12369,SET %O2,inspired oxygen concentration setting,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,SET %O2,590,RESP-Bipap Vision Machinegegevens,NA,NA,NA,0,NA,NA,191,Geen,NA,NA,NA,NA,NA,numericitems,373,373
21181,Pacemaker AV delay,pacemaker atrio-ventricular delay,NA,NA,NA,PM_AV delay,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,2,msec,ms,NA,NA,NA,NA,numericitems,351,351
13491,Bladderscan: Inhoud blaas,bladder scan: bladder volume,LOINC,15309-8,"Urinary bladder Volume by derived from height, width and length (US)",Bladderscan: Inhoud blaas,426,DIVERSEN,miscellaneous,NA,NA,0,NA,NA,6,ml,mL,NA,NA,NA,NA,numericitems,334,334
12577,Ademfreq. Spontaan nieuw,respiratory rate spontaneous,LOINC,19839-0,Breath rate spontaneous --on ventilator,Ademfreq. Spontaan nieuw,586,RESP-Servo Patiëntgegevens,NA,NA,NA,0,NA,NA,15,/min,/min,NA,NA,NA,NA,numericitems,330,330
16250,Zephyros PEEP,positive end expiratory pressure setting,LOINC,20077-4,Positive end expiratory pressure setting Ventilator,Zephyros PEEP,693,RESP-Zephyros Machinegegevens,NA,NA,NA,0,NA,NA,175,cmH2O,cm[H2O],NA,NA,NA,NA,numericitems,241,241
16246,Zephyros FiO2,inspired oxygen concentration setting,LOINC,19994-3,Oxygen/Inspired gas setting [Volume Fraction] Ventilator,Zephyros FiO2,693,RESP-Zephyros Machinegegevens,NA,NA,NA,0,NA,NA,191,Geen,NA,NA,NA,NA,NA,numericitems,239,239
16686,Peritoneaal druk,peritoneal pressure,SNOMED CT,51497000,Intraabdominal pressure,Peritoneaal druk,426,DIVERSEN,miscellaneous,NA,NA,0,NA,NA,173,mmHg,mm[Hg],NA,NA,NA,NA,numericitems,209,209
8200,Pacemaker mode,pacemaker mode,SNOMED CT,30511000146102,Cardiac pacemaker mode,PM_Mode,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,1,DOO,NA,NA,NA,NA,NA,NA,NA,listitems,196,196
12290,Ventilatie Mode (Set),mechanical ventilation mode,LOINC,20124-4,Ventilation mode Ventilator,Ventilatie mode,587,RESP-Servo Machinegegevens,NA,NA,NA,0,1,Stand By,NA,NA,NA,NA,NA,NA,NA,listitems,192,192
12374,MinVent,minute volume,LOINC,33425-0,Minute volume setting Ventilator,MinVent,591,RESP-Bipap Vision Patiëntgegevens,NA,NA,NA,0,NA,NA,26,l/min,L/min,NA,NA,NA,NA,numericitems,169,169
19361,Pacemaker Atrium ampl.(output) gemeten,pacemaker atrial amplitude threshold measured,NA,NA,NA,PM_Atrium ampl.(outp.) gemeten,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,NA,NA,0,None,NA,NA,NA,NA,NA,numericitems,120,120
6685,Type Beademing Evita 4,mechanical ventilation mode,LOINC,20124-4,Ventilation mode Ventilator,Type Evita 4,330,ZZ-OUD-Resp-Evita Machinegegevens,NA,NA,NA,0,1,CPPV,NA,NA,NA,NA,NA,NA,NA,listitems,118,118
8825,Ectopie,ectopy,NA,NA,NA,Ectopie,320,HD-Hartritme,hemodynamics-heart rhythm,NA,NA,0,1,Juncesc,NA,NA,NA,NA,NA,NA,NA,listitems,109,109
16248,Zephyros  Freq,respiratory rate setting,LOINC,19834-1,Breath rate setting Ventilator,Zephyros  Freq,693,RESP-Zephyros Machinegegevens,NA,NA,NA,0,NA,NA,15,/min,/min,NA,NA,NA,NA,numericitems,83,83
16640,MCA_Verbal,Glasgow Coma Score verbal response subscore,LOINC,9270-0,Glasgow coma score verbal,MCA_Verbal,699,APACHE II MICV,NA,NA,NA,0,6,Geen geluid,NA,NA,NA,NA,NA,NA,NA,listitems,82,82
